time,open,close,high,low,volume
2025-01-04,97495.0,97838.5,98411.0,97371.2,1710.04
2025-01-04,97838.7,97997.6,98263.1,97800.1,632.31
2025-01-04,97997.6,98503.0,98666.0,97967.1,760.20
2025-01-04,98503.2,98573.4,98959.9,98465.3,894.73
2025-01-04,98573.3,98274.9,98725.6,98265.2,505.79
2025-01-04,98275.8,98235.1,98397.3,98153.7,340.91
2025-01-04,98236.0,98276.4,98498.0,98213.8,258.55
2025-01-04,98277.0,98160.4,98348.5,98041.3,362.40
2025-01-04,98160.2,97930.2,98285.7,97873.4,771.14
2025-01-04,97930.4,98003.8,98086.7,97774.2,413.26
2025-01-04,98003.8,98279.7,98290.3,97826.3,359.87
2025-01-04,98279.7,98162.3,98279.7,98014.3,303.54
2025-01-04,98162.5,97985.8,98164.8,97851.0,242.91
2025-01-04,97985.8,98097.3,98172.7,97968.0,251.73
2025-01-04,98097.1,98109.8,98193.7,98016.6,194.15
2025-01-04,98109.8,98251.3,98314.3,98073.6,241.91
2025-01-04,98251.3,97888.9,98280.0,97888.0,304.40
2025-01-04,97888.1,97670.6,97988.6,97537.8,674.48
2025-01-04,97670.4,97761.1,97831.1,97575.1,354.94
2025-01-04,97761.1,97859.9,97902.2,97682.2,265.50
2025-01-04,97860.1,97858.1,97985.0,97769.9,353.12
2025-01-04,97858.0,97944.3,98039.9,97715.7,316.94
2025-01-04,97944.1,98002.2,98050.3,97793.5,253.00
2025-01-04,98001.8,97633.6,98135.1,97497.1,683.01
2025-01-05,97633.6,97687.6,97828.0,97550.0,371.88
2025-01-05,97688.4,97997.0,98027.2,97660.2,213.87
2025-01-05,97997.0,97934.9,98120.0,97884.3,252.22
2025-01-05,97934.8,98141.3,98344.9,97904.5,299.61
2025-01-05,98141.1,98587.7,98656.2,98141.1,573.69
2025-01-05,98587.9,98350.2,98772.8,98314.3,482.85
2025-01-05,98350.4,98386.7,98479.7,98238.8,277.72
2025-01-05,98386.9,98190.7,98404.6,98120.0,210.80
2025-01-05,98190.6,98198.0,98375.0,98123.9,176.49
2025-01-05,98198.5,98108.2,98299.8,98030.0,267.75
2025-01-05,98108.2,98216.0,98220.0,98080.5,150.19
2025-01-05,98216.0,98171.9,98220.0,98050.0,138.79
2025-01-05,98171.9,98342.5,98516.6,98169.4,424.72
2025-01-05,98342.5,98320.4,98488.7,98243.4,277.43
2025-01-05,98319.9,98430.2,98478.4,98271.7,155.09
2025-01-05,98430.2,98237.3,98445.3,98237.1,141.98
2025-01-05,98237.3,97833.5,98237.3,97729.2,679.00
2025-01-05,97833.6,97628.9,97920.0,97603.2,316.02
2025-01-05,97628.7,97711.2,97756.3,97554.4,347.98
2025-01-05,97711.1,97614.8,97807.7,97584.7,284.64
2025-01-05,97615.0,97732.9,97940.0,97534.1,447.27
2025-01-05,97732.9,97668.9,97999.6,97647.5,321.23
2025-01-05,97668.7,97826.9,97940.0,97242.1,928.19
2025-01-05,97825.5,98000.7,98250.0,97681.4,773.16
2025-01-06,98002.4,98009.4,98300.0,97902.0,370.48
2025-01-06,98009.6,97713.4,98056.1,97635.0,351.56
2025-01-06,97713.4,97890.5,97915.0,97551.0,263.40
2025-01-06,97890.3,98062.2,98102.8,97821.8,329.31
2025-01-06,98062.4,98256.7,98675.6,97995.5,747.84
2025-01-06,98256.7,98485.0,98513.5,98196.6,333.11
2025-01-06,98485.2,98668.3,98747.0,98320.1,393.96
2025-01-06,98668.2,98350.0,98843.1,98295.0,442.14
2025-01-06,98350.2,98197.8,98750.0,98167.8,667.52
