time,open,close,high,low,volume
2023-01-01 00:00:00,16589.5,16598.5,16609.0,16582.5,2944.21
2023-01-01 00:00:00,16589.5,16598.5,16609.0,16582.5,2944.21
2023-01-01 01:00:00,16598.5,16579.0,16602.5,16569.5,3461.82
2023-01-01 02:00:00,16580.0,16575.0,16586.5,16570.5,2860.18
2023-01-01 03:00:00,16576.0,16568.0,16586.5,16565.0,3928.32
2023-01-01 04:00:00,16568.0,16565.5,16572.5,16561.5,2643.80
2023-01-01 05:00:00,16565.5,16545.5,16569.0,16543.5,3170.58
2023-01-01 06:00:00,16546.0,16517.5,16563.5,16470.0,12902.15
2023-01-01 07:00:00,16518.5,16539.0,16548.5,16486.0,7755.43
2023-01-01 08:00:00,16539.5,16526.5,16543.0,16508.0,4147.06
2023-01-01 09:00:00,16527.5,16548.0,16552.5,16524.0,3871.90
2023-01-01 10:00:00,16548.5,16545.5,16557.0,16535.5,4382.35
2023-01-01 11:00:00,16545.5,16530.5,16545.5,16516.5,5574.21
2023-01-01 12:00:00,16530.0,16518.5,16532.5,16510.0,5249.23
2023-01-01 13:00:00,16519.5,16527.5,16531.5,16510.0,4059.14
2023-01-01 14:00:00,16527.0,16537.5,16547.5,16526.0,3962.70
2023-01-01 15:00:00,16537.5,16523.0,16539.0,16497.0,9359.71
2023-01-01 16:00:00,16522.5,16510.5,16530.0,16505.5,4134.96
2023-01-01 17:00:00,16510.0,16535.5,16538.5,16502.5,4465.09
2023-01-01 18:00:00,16535.5,16544.5,16544.5,16530.0,4161.03
2023-01-01 19:00:00,16544.5,16554.0,16554.5,16537.5,4090.88
2023-01-01 20:00:00,16553.5,16558.0,16569.5,16547.0,4867.84
2023-01-01 21:00:00,16558.5,16546.0,16565.0,16537.0,4460.58
2023-01-01 22:00:00,16546.0,16540.0,16556.5,16539.0,2623.12
2023-01-01 23:00:00,16540.0,16556.0,16557.5,16533.0,3376.92
2023-01-02 00:00:00,16556.0,16563.0,16579.5,16555.5,5405.43
2023-01-02 01:00:00,16562.5,16576.5,16593.5,16560.5,4383.05
2023-01-02 02:00:00,16576.5,16590.5,16600.0,16576.5,3589.17
2023-01-02 02:00:00,16576.5,16590.5,16600.0,16576.5,3589.17
2023-01-02 03:00:00,16591.0,16602.0,16621.5,16590.0,3876.72
2023-01-02 03:00:00,16591.0,16602.0,16621.5,16590.0,3876.72
2023-01-02 04:00:00,16602.0,16601.5,16626.0,16599.0,4822.17
2023-01-02 04:00:00,16602.0,16601.5,16626.0,16599.0,4822.17
2023-01-02 05:00:00,16602.5,16605.0,16607.5,16591.0,4010.83
2023-01-02 06:00:00,16606.0,16600.5,16612.0,16586.5,3498.81
2023-01-02 07:00:00,16601.0,16615.0,16622.0,16599.5,4381.10
2023-01-02 08:00:00,16616.0,16586.0,16626.5,16579.5,4077.50
2023-01-02 09:00:00,16586.0,16563.0,16587.5,16548.0,6347.02
2023-01-02 10:00:00,16562.5,16585.5,16593.5,16553.0,3747.89
2023-01-02 11:00:00,16586.5,16652.0,16698.0,16579.5,12146.67
2023-01-02 12:00:00,16653.0,16634.0,16664.5,16620.5,6356.14
2023-01-02 13:00:00,16634.0,16642.5,16657.0,16614.5,5434.98
2023-01-02 14:00:00,16643.0,16634.0,16657.0,16629.5,4039.29
2023-01-02 15:00:00,16634.0,16712.0,16754.0,16631.5,18901.81
2023-01-02 16:00:00,16714.0,16726.5,16762.5,16700.0,6815.75
2023-01-02 17:00:00,16726.0,16709.5,16737.0,16704.5,5496.27
2023-01-02 18:00:00,16709.0,16718.5,16752.5,16701.0,7925.19
2023-01-02 19:00:00,16718.5,16727.5,16733.0,16696.5,5784.93
2023-01-02 20:00:00,16726.0,16714.0,16737.5,16711.5,4417.71
2023-01-02 21:00:00,16713.0,16687.5,16717.0,16677.5,6375.59
2023-01-02 22:00:00,16687.0,16690.0,16702.0,16667.0,5064.13
2023-01-02 23:00:00,16690.0,16726.5,16741.0,16684.0,5717.47
2023-01-03 00:00:00,16726.5,16702.5,16731.0,16701.0,2635.64
2023-01-03 01:00:00,16702.5,16706.5,16714.0,16698.0,2350.47
2023-01-03 02:00:00,16706.5,16714.5,16723.0,16699.0,2763.53
2023-01-03 03:00:00,16714.5,16729.0,16729.0,16707.5,2370.22
2023-01-03 04:00:00,16728.5,16720.0,16729.0,16700.5,2451.90
2023-01-03 05:00:00,16720.0,16748.5,16789.0,16713.0,3139.27
2023-01-03 06:00:00,16749.0,16689.0,16754.0,16681.0,7599.57
2023-01-03 07:00:00,16688.5,16663.5,16713.0,16653.0,4668.72
2023-01-03 08:00:00,16663.5,16685.5,16695.5,16641.0,3211.20
2023-01-03 09:00:00,16685.0,16666.5,16686.0,16642.5,4587.76
2023-01-03 10:00:00,16666.5,16664.0,16678.0,16661.5,3390.21
2023-01-03 11:00:00,16663.5,16681.5,16689.5,16656.5,4402.23
2023-01-03 12:00:00,16681.5,16676.0,16689.0,16671.5,2749.57
2023-01-03 13:00:00,16675.0,16714.5,16716.5,16673.5,4167.57
2023-01-03 14:00:00,16715.0,16719.5,16768.5,16714.5,6830.09
2023-01-03 15:00:00,16720.0,16724.5,16726.5,16703.0,5140.65
2023-01-03 16:00:00,16724.5,16708.5,16729.5,16692.5,6635.14
2023-01-03 17:00:00,16709.0,16732.5,16755.0,16708.0,6081.77
2023-01-03 18:00:00,16734.0,16717.5,16740.0,16715.0,5011.95
2023-01-03 19:00:00,16717.0,16712.0,16730.0,16702.5,4669.33
2023-01-03 19:00:00,16717.0,16712.0,16730.0,16702.5,4669.33
2023-01-03 20:00:00,16713.0,16702.0,16719.5,16694.5,4405.01
2023-01-03 21:00:00,16702.5,16717.5,16731.5,16701.0,4444.89
2023-01-03 22:00:00,16717.5,16653.5,16765.0,16631.0,20623.37
2023-01-03 23:00:00,16651.0,16668.5,16674.5,16612.0,14843.05
2023-01-04 00:00:00,16668.0,16613.5,16678.0,16607.0,7465.01
2023-01-04 01:00:00,16614.5,16624.5,16635.5,16596.0,5168.18
2023-01-04 02:00:00,16624.0,16635.5,16644.0,16618.0,5031.84
2023-01-04 03:00:00,16635.5,16634.5,16648.0,16614.5,6092.70
2023-01-04 04:00:00,16635.0,16653.5,16667.0,16633.0,6311.54
2023-01-04 05:00:00,16652.5,16657.5,16666.5,16650.0,4547.36
2023-01-04 06:00:00,16656.5,16669.5,16671.5,16640.0,4358.33
2023-01-04 07:00:00,16668.5,16667.0,16685.0,16660.0,5096.77
2023-01-04 08:00:00,16667.5,16653.0,16669.0,16646.5,3571.41
2023-01-04 09:00:00,16653.5,16696.5,16725.0,16650.5,10386.57
2023-01-04 10:00:00,16696.0,16730.0,16745.5,16695.0,8505.30
2023-01-04 11:00:00,16730.0,16855.0,16868.5,16729.5,56766.21
2023-01-04 12:00:00,16855.5,16853.0,16898.5,16841.5,21798.89
2023-01-04 13:00:00,16853.0,16850.5,16858.5,16833.5,9454.16
2023-01-04 14:00:00,16850.5,16870.5,16871.5,16843.0,8993.78
2023-01-04 15:00:00,16871.0,16864.0,16884.0,16843.0,9413.32
2023-01-04 16:00:00,16864.0,16857.5,16907.5,16828.5,15662.08
2023-01-04 17:00:00,16856.5,16838.0,16861.0,16828.5,11077.98
2023-01-04 18:00:00,16838.0,16838.0,16840.0,16825.5,10198.46
2023-01-04 19:00:00,16838.5,16829.0,16847.0,16827.0,10277.43
2023-01-04 20:00:00,16829.0,16804.5,16839.5,16799.5,10762.20
2023-01-04 21:00:00,16805.0,16820.0,16828.0,16801.0,9425.26
2023-01-04 22:00:00,16821.0,16822.0,16851.5,16788.0,12560.09
2023-01-04 23:00:00,16821.0,16845.0,16847.0,16758.5,20955.02
2023-01-05 00:00:00,16846.5,16852.0,16887.0,16822.5,10846.51
2023-01-05 01:00:00,16852.0,16886.0,16928.5,16842.5,18462.54
2023-01-05 02:00:00,16885.0,16946.5,16976.5,16865.0,18364.75
2023-01-05 03:00:00,16941.5,16836.0,16981.5,16784.9,45727.32
2023-01-05 04:00:00,16835.0,16800.0,16845.5,16770.5,14731.74
2023-01-05 05:00:00,16800.0,16820.0,16822.0,16788.0,6355.51
2023-01-05 06:00:00,16820.0,16819.5,16839.0,16808.5,5525.33
2023-01-05 07:00:00,16819.5,16843.5,16862.5,16808.5,7664.33
2023-01-05 08:00:00,16844.5,16823.0,16870.5,16821.5,4632.34
2023-01-05 09:00:00,16822.0,16827.5,16843.5,16802.0,6601.67
2023-01-05 10:00:00,16827.5,16830.5,16837.0,16817.5,4549.54
2023-01-05 11:00:00,16830.5,16822.0,16830.5,16813.5,3869.95
2023-01-05 12:00:00,16821.5,16830.0,16836.5,16815.0,2200.44
2023-01-05 13:00:00,16830.0,16838.5,16843.5,16829.0,2495.89
2023-01-05 14:00:00,16838.5,16811.0,16839.5,16807.0,2842.02
2023-01-05 15:00:00,16810.5,16815.5,16817.0,16784.0,3483.55
2023-01-05 16:00:00,16815.5,16801.5,16822.0,16787.0,2915.67
2023-01-05 17:00:00,16802.0,16801.0,16807.0,16776.0,3336.12
2023-01-05 18:00:00,16801.0,16819.5,16828.5,16798.0,2990.65
2023-01-05 19:00:00,16819.0,16827.0,16831.0,16810.0,2474.72
2023-01-05 20:00:00,16827.5,16820.0,16830.0,16810.5,2599.33
2023-01-05 21:00:00,16820.0,16779.5,16827.0,16776.5,4419.43
2023-01-05 22:00:00,16780.5,16829.0,16835.5,16755.0,6196.13
2023-01-05 23:00:00,16830.0,16842.0,16876.0,16822.0,4680.75
2023-01-06 00:00:00,16841.0,16836.5,16863.5,16825.0,2506.97
2023-01-06 01:00:00,16836.0,16813.0,16844.5,16810.0,2269.75
2023-01-06 02:00:00,16812.5,16839.0,16843.0,16800.5,3322.54
2023-01-06 03:00:00,16839.0,16861.0,16872.0,16828.5,2960.26
2023-01-06 04:00:00,16862.0,16855.5,16868.5,16844.5,2966.60
2023-01-06 05:00:00,16856.5,16846.5,16862.0,16832.0,2725.94
2023-01-06 06:00:00,16846.0,16836.0,16855.5,16830.0,1379.33
2023-01-06 07:00:00,16835.0,16828.5,16844.5,16818.0,3053.18
2023-01-06 08:00:00,16829.0,16857.0,16870.0,16823.5,2125.90
2023-01-06 09:00:00,16858.0,16826.0,16861.5,16819.5,2611.23
2023-01-06 10:00:00,16826.0,16834.0,16837.0,16802.0,6338.50
2023-01-06 11:00:00,16834.5,16831.0,16839.5,16824.0,3698.74
2023-01-06 12:00:00,16831.0,16820.0,16835.5,16804.0,3067.82
2023-01-06 13:00:00,16820.0,16807.5,16821.0,16791.5,3196.04
2023-01-06 14:00:00,16808.0,16784.5,16813.0,16781.0,3824.12
2023-01-06 15:00:00,16785.0,16792.0,16800.0,16777.5,4496.25
2023-01-06 16:00:00,16792.5,16799.5,16808.5,16789.5,3724.17
2023-01-06 17:00:00,16799.5,16784.5,16799.5,16760.5,5101.78
2023-01-06 18:00:00,16784.5,16765.0,16800.0,16760.0,5147.13
2023-01-06 19:00:00,16764.5,16734.0,16770.0,16713.0,16701.48
2023-01-06 20:00:00,16734.0,16726.5,16744.0,16715.0,5261.17
2023-01-06 21:00:00,16726.5,16767.5,16808.5,16677.0,83070.96
2023-01-06 22:00:00,16767.5,16742.0,16784.0,16714.5,14249.15
2023-01-06 23:00:00,16742.0,16832.0,16840.0,16742.0,12778.61
2023-01-07 00:00:00,16832.0,16818.0,16842.5,16800.0,5406.82
2023-01-07 01:00:00,16819.5,16814.0,16835.5,16803.5,3932.24
2023-01-07 02:00:00,16813.5,16841.0,16852.5,16813.0,7459.86
2023-01-07 03:00:00,16843.0,16934.5,16958.5,16838.0,18179.39
2023-01-07 04:00:00,16934.5,16892.5,17032.5,16885.0,18688.90
2023-01-07 05:00:00,16894.0,16926.5,16946.5,16885.5,6422.77
2023-01-07 06:00:00,16927.0,16955.0,16963.5,16926.5,4557.97
2023-01-07 07:00:00,16955.0,16948.0,16975.0,16940.0,5254.80
2023-01-07 08:00:00,16946.5,16974.0,16975.0,16927.0,3051.87
2023-01-07 09:00:00,16975.0,16946.5,16978.0,16941.0,3743.55
2023-01-07 10:00:00,16946.5,16940.5,16952.5,16933.0,3112.16
2023-01-07 10:00:00,16946.5,16940.5,16952.5,16933.0,3112.16
2023-01-07 11:00:00,16941.0,16949.5,16953.5,16933.0,3101.40
2023-01-07 12:00:00,16949.0,16935.0,16951.0,16933.0,2208.73
2023-01-07 13:00:00,16935.0,16931.5,16938.5,16929.5,2627.42
2023-01-07 14:00:00,16931.0,16929.5,16932.5,16919.0,2301.49
2023-01-07 15:00:00,16930.0,16944.0,16945.0,16928.5,2255.34
2023-01-07 16:00:00,16944.0,16926.0,16950.5,16922.5,2949.73
2023-01-07 17:00:00,16925.5,16924.5,16929.5,16917.5,2418.49
2023-01-07 18:00:00,16924.0,16918.5,16925.5,16908.5,2288.34
2023-01-07 19:00:00,16918.5,16914.5,16921.0,16905.0,2442.68
2023-01-07 20:00:00,16914.0,16911.5,16916.0,16905.0,2837.53
2023-01-07 21:00:00,16912.0,16916.0,16932.0,16910.5,2490.44
2023-01-07 22:00:00,16916.0,16934.0,16943.5,16904.5,2273.21
2023-01-07 23:00:00,16934.0,16936.5,16942.0,16930.5,1522.94
2023-01-08 00:00:00,16936.5,16919.0,16936.5,16912.0,2212.12
2023-01-08 01:00:00,16919.0,16925.0,16932.0,16915.0,2066.18
2023-01-08 02:00:00,16925.0,16934.0,16936.0,16924.5,1518.29
2023-01-08 03:00:00,16934.5,16940.0,16942.0,16931.0,1016.48
2023-01-08 04:00:00,16940.0,16941.5,16947.5,16933.5,1334.54
2023-01-08 05:00:00,16942.0,16935.0,16944.5,16933.0,1392.54
2023-01-08 06:00:00,16935.5,16932.5,16937.5,16925.5,1339.66
2023-01-08 07:00:00,16933.0,16941.0,16944.0,16927.5,1473.37
2023-01-08 08:00:00,16940.0,16923.5,16951.0,16907.5,2285.61
2023-01-08 09:00:00,16923.5,16926.5,16932.5,16912.0,1839.27
2023-01-08 10:00:00,16926.5,16927.5,16930.0,16915.5,1437.50
2023-01-08 11:00:00,16927.5,16940.0,16940.0,16923.0,2419.82
2023-01-08 12:00:00,16940.0,16931.5,16940.0,16930.5,1589.42
2023-01-08 13:00:00,16931.5,16940.0,16940.0,16930.0,2577.26
2023-01-08 14:00:00,16940.0,16947.0,16947.5,16930.0,4643.57
2023-01-08 15:00:00,16947.5,16950.5,16952.0,16941.0,6099.02
2023-01-08 16:00:00,16951.0,16944.0,16952.0,16937.0,7206.59
2023-01-08 17:00:00,16944.0,16932.0,16963.5,16924.0,10228.58
2023-01-08 18:00:00,16933.0,16934.5,16936.5,16930.0,7159.72
2023-01-08 19:00:00,16934.5,16926.0,16951.0,16926.0,5165.84
2023-01-08 20:00:00,16926.0,16921.5,16930.0,16920.0,8782.59
2023-01-08 21:00:00,16921.5,16931.5,16933.0,16917.5,6157.80
2023-01-08 22:00:00,16931.5,16950.0,16952.0,16929.5,5632.88
2023-01-08 23:00:00,16950.0,16998.0,17009.5,16936.5,10602.18
2023-01-09 00:00:00,16999.0,16935.5,17017.0,16915.0,18603.78
2023-01-09 01:00:00,16935.5,16928.0,16950.0,16921.0,4462.93
2023-01-09 02:00:00,16927.5,16928.0,16934.5,16919.0,2292.91
2023-01-09 03:00:00,16928.0,16927.0,16937.5,16921.5,2356.53
2023-01-09 04:00:00,16925.0,16965.0,16979.5,16922.0,5892.58
2023-01-09 05:00:00,16964.5,16956.0,16985.0,16945.5,4423.97
2023-01-09 06:00:00,16956.0,16961.5,16975.0,16951.0,3302.89
2023-01-09 07:00:00,16961.5,17125.0,17168.0,16961.5,44400.40
2023-01-09 08:00:00,17127.0,17185.5,17192.5,17103.5,15757.98
2023-01-09 09:00:00,17183.0,17173.5,17221.0,17144.0,15283.31
2023-01-09 10:00:00,17174.0,17190.5,17250.0,17161.5,13436.73
2023-01-09 11:00:00,17190.0,17194.5,17214.0,17178.5,3152.99
2023-01-09 12:00:00,17195.5,17226.0,17247.0,17193.5,3596.45
2023-01-09 13:00:00,17226.0,17205.5,17255.0,17202.5,2951.94
2023-01-09 14:00:00,17206.0,17189.5,17215.0,17180.0,2827.71
2023-01-09 15:00:00,17190.0,17199.5,17214.5,17184.5,2642.36
2023-01-09 16:00:00,17198.0,17193.0,17232.5,17187.0,3516.30
2023-01-09 17:00:00,17191.5,17240.0,17268.5,17190.0,4746.89
2023-01-09 18:00:00,17239.5,17265.0,17284.5,17237.5,3567.99
2023-01-09 19:00:00,17265.0,17244.5,17280.5,17242.0,1836.68
2023-01-09 20:00:00,17245.0,17254.0,17260.0,17238.5,1786.59
2023-01-09 21:00:00,17253.5,17233.0,17295.0,17200.0,3005.31
2023-01-09 22:00:00,17233.0,17268.5,17279.0,17213.5,2302.59
2023-01-09 23:00:00,17269.0,17277.0,17339.5,17236.7,3716.01
2023-01-10 00:00:00,17277.5,17336.5,17363.5,17275.0,6376.63
2023-01-10 01:00:00,17336.5,17366.0,17383.0,17325.0,2632.82
